loan_account_number;installment_number;actual_payment_date;scheduled_payment_date;installment_amount;principal_component;interest_component;kkdf_component;bsmv_component;installment_status;remaining_principal;remaining_interest;remaining_kkdf;remaining_bsmv
LOAN_000225;1;;2025-09-02;50160;49770;0;0;0;A;44960;0;0;0
LOAN_002684;1;;2025-08-28;38680;31210;0;0;0;A;33650;0;0;0
LOAN_004328;1;;2025-09-07;15570;15740;0;0;0;A;13200;0;0;0
LOAN_004223;1;;2025-09-07;55870;59290;0;0;0;A;47320;0;0;0
LOAN_002717;1;;2025-09-10;54190;60850;0;0;0;A;60710;0;0;0
LOAN_002819;1;;2025-09-03;16480;17050;0;0;0;A;17440;0;0;0
LOAN_001365;1;;2025-07-25;3060;2840;873.28;0;49.79;A;2320;1004.89;0;44.03
LOAN_001365;2;;2025-08-22;3430;2980;759.77;0;36.70;A;2820;698.97;0;40.01
LOAN_001365;3;;2025-09-24;3450;2890;722.76;0;31.73;A;2720;740.20;0;37.39
LOAN_001365;4;;2025-10-24;3220;2600;495.75;0;22.39;A;2970;449.98;0;26.87
LOAN_001365;5;;2025-11-24;4020;3350;410.57;0;20.56;A;2930;327.85;0;15.71
LOAN_001365;6;;2025-12-24;3870;3460;200.44;0;8.20;A;3050;179.49;0;9.80
LOAN_001118;1;;2025-09-03;45030;50910;0;0;0;A;51230;0;0;0
LOAN_000198;1;;2025-07-23;5060;5590;417.46;0;25.76;A;4510;480.67;0;20.06
LOAN_000198;2;;2025-08-20;4660;5550;201.35;0;12.12;A;5740;246.16;0;9.86
LOAN_000094;1;;2025-07-25;2090;1580;208.62;33.44;10.76;A;1900;214.39;33.04;11.58
LOAN_000094;2;;2025-08-22;1950;1620;157.02;26.96;9.57;A;1830;182.22;23.77;9.38
LOAN_000094;3;;2025-09-24;2030;2060;169.59;23.87;7.72;A;2110;179.77;25.98;7.87
LOAN_000094;4;;2025-10-24;1830;1750;123.84;17.55;6.37;A;1750;119.58;20.17;6.06
LOAN_000094;5;;2025-11-24;2240;1900;95.52;13.07;3.56;A;2230;89.48;10.71;3.54
LOAN_000094;6;;2025-12-24;1950;1770;44.92;5.51;2.07;A;1930;39.33;6.76;1.92
LOAN_001582;1;;2025-07-25;89620;84600;9513.47;0;491.82;A;86990;9910.37;0;468.60
LOAN_001582;2;;2025-08-25;81640;83970;5547.82;0;299.92;A;88960;6548.60;0;329.90
LOAN_000986;1;;2025-07-25;54630;48170;18534.76;0;792.63;A;42920;19230.91;0;811.87
LOAN_000986;2;;2025-08-22;64630;45000;13847.29;0;570.23;A;53560;13527.04;0;579.62
LOAN_000986;3;;2025-09-22;69080;47220;10928.16;0;639.92;A;42450;11624.92;0;557.74
LOAN_000986;4;;2025-10-22;68180;49360;7650.30;0;398.84;A;44880;9793.88;0;500.11
LOAN_000986;5;;2025-11-21;69300;62090;5776.44;0;314.71;A;58020;6266.14;0;305.43
LOAN_000986;6;;2025-12-22;53080;52710;3051.42;0;159.62;A;61740;2770.98;0;153.87
LOAN_002205;1;;2025-09-09;15830;17820;0;0;0;A;18950;0;0;0
LOAN_004059;1;;2025-09-06;13130;16310;0;0;0;A;15080;0;0;0
LOAN_001475;1;;2025-09-07;12510;13650;0;0;0;A;16480;0;0;0
LOAN_001011;1;;2025-07-25;7990;7280;634.85;108.84;28.81;A;7510;678.90;83.33;36.78
LOAN_001011;2;;2025-08-22;6420;8070;346.01;40.20;16.45;A;6540;276.59;43.56;17.23
LOAN_003302;1;;2025-07-18;4080;2780;1764.92;0;76.36;A;2090;1588.26;0;71.77
LOAN_003302;10;;2026-04-18;3610;3920;222.88;0;8.99;A;3890;209.07;0;9.98
LOAN_003302;2;;2025-08-15;4250;3030;1368.14;0;59.12;A;2370;1297.44;0;73.84
LOAN_003302;3;;2025-09-15;3620;2510;1336.29;0;58.03;A;2280;1387.10;0;58.20
LOAN_003302;4;;2025-10-15;3940;2530;1279.55;0;55.26;A;3100;1240.07;0;62.16
LOAN_003302;5;;2025-11-14;3540;3130;963.22;0;46.02;A;3300;992.07;0;53.99
LOAN_003302;6;;2025-12-15;3910;3490;991.81;0;45.95;A;3300;937.84;0;42.38
LOAN_003302;7;;2026-01-15;4260;3530;681.20;0;37.97;A;3120;816.23;0;31.78
LOAN_003302;8;;2026-02-13;3920;3140;593.03;0;27.31;A;3660;596.25;0;23.02
LOAN_003302;9;;2026-03-17;3480;3650;389.48;0;18.20;A;3710;434.17;0;22.79
LOAN_003465;1;;2025-08-26;6810;6820;0;0;0;A;6520;0;0;0
LOAN_002024;1;;2025-09-08;8560;7790;0;0;0;A;9730;0;0;0
LOAN_003968;1;;2025-07-25;256740;224340;20413.46;0;1125.18;A;234270;20326.65;0;855.38
LOAN_003968;2;;2025-08-24;251690;198480;14036.48;0;641.54;A;221640;12248.36;0;671.61
LOAN_003968;3;;2025-09-24;219380;211670;7052.35;0;316.68;A;227410;7103.76;0;366.54
LOAN_001306;1;;2025-09-08;41970;35250;0;0;0;A;42950;0;0;0
LOAN_000395;1;;2025-07-25;9780;7660;1084.89;0;45.29;A;7020;1069.63;0;53.30
LOAN_000395;2;;2025-08-22;9540;7920;832.52;0;44.60;A;7170;773.64;0;35.33
LOAN_000395;3;;2025-09-24;9150;9120;788.34;0;37.36;A;9070;702.20;0;37.75
LOAN_000395;4;;2025-10-24;9050;7370;450.80;0;25.81;A;7370;436.64;0;22.62
LOAN_000395;5;;2025-11-24;8680;7650;334.01;0;17.88;A;8240;334.32;0;16.84
LOAN_000395;6;;2025-12-24;8780;8630;156.97;0;9.30;A;7560;155.66;0;8.56
LOAN_002056;1;;2025-07-21;65430;48010;13164.34;0;533.38;A;38330;13853.03;0;683.96
LOAN_002056;2;;2025-08-18;55320;40520;10255.17;0;501.70;A;53130;10647.27;0;419.46
LOAN_002056;3;;2025-09-18;54980;43480;7542.72;0;385.08;A;45270;7730.00;0;453.13
LOAN_002056;4;;2025-10-17;60300;46770;5843.02;0;300.83;A;51160;5392.38;0;349.21
LOAN_002056;5;;2025-11-18;60860;53940;4099.27;0;196.93;A;53960;4777.89;0;256.54
LOAN_002056;6;;2025-12-18;52900;48970;2461.67;0;123.28;A;61340;2318.60;0;113.13
LOAN_003710;1;;2025-09-07;49960;58370;0;0;0;A;50260;0;0;0
LOAN_002945;1;;2025-09-11;12080;10230;0;0;0;A;11880;0;0;0
LOAN_000331;1;;2025-09-08;20950;27690;0;0;0;A;22480;0;0;0
LOAN_001923;1;;2025-09-09;11860;11730;0;0;0;A;14500;0;0;0
LOAN_003543;1;;2025-09-04;20830;21470;0;0;0;A;20460;0;0;0
LOAN_002275;1;;2025-09-01;41180;47530;0;0;0;A;43360;0;0;0
LOAN_003327;1;;2025-07-25;8250;7800;786.26;0;47.66;A;8430;971.28;0;47.53
LOAN_003327;2;;2025-08-22;7850;8620;647.36;0;32.39;A;7180;729.64;0;36.51
LOAN_003327;3;;2025-09-24;8280;6660;780.39;0;35.26;A;7830;648.88;0;34.38
LOAN_003327;4;;2025-10-24;7580;8780;545.45;0;25.18;A;8730;534.87;0;22.24
LOAN_003327;5;;2025-11-24;7760;7890;345.10;0;17.82;A;8440;352.71;0;14.48
LOAN_003327;6;;2025-12-25;9210;7540;162.43;0;7.49;A;9170;147.49;0;7.95
LOAN_002848;1;;2025-07-25;85890;67990;21323.17;0;1321.13;A;73970;21928.14;0;1288.87
LOAN_002848;2;;2025-08-22;91990;80190;20685.51;0;979.12;A;67980;20421.77;0;1097.46
LOAN_002848;3;;2025-09-24;88750;64410;17218.95;0;1029.50;A;72290;22172.47;0;1129.11
LOAN_002848;4;;2025-10-24;97320;79030;13640.28;0;730.68;A;83900;14028.23;0;700.82
LOAN_002848;5;;2025-11-24;80930;82680;9670.56;0;567.76;A;91180;11087.60;0;491.41
LOAN_002848;6;;2025-12-25;90880;85300;4918.33;0;270.72;A;76150;4713.17;0;223.17
LOAN_002843;1;;2025-09-08;32010;32220;0;0;0;A;30890;0;0;0
LOAN_004275;1;;2025-09-07;8900;9590;0;0;0;A;9270;0;0;0
LOAN_001452;1;;2025-07-25;2480;1700;624.49;0;25.36;A;1770;662.45;0;30.99
LOAN_001452;2;;2025-08-22;2190;1870;504.62;0;23.97;A;1630;415.60;0;24.70
LOAN_001452;3;;2025-09-23;2090;1940;382.23;0;23.36;A;1940;484.26;0;19.00
LOAN_001452;4;;2025-10-23;2530;1890;283.35;0;13.70;A;2220;349.63;0;14.94
LOAN_001452;5;;2025-11-21;2260;2170;234.49;0;10.88;A;2380;192.83;0;10.13
LOAN_001452;6;;2025-12-23;2120;2350;103.69;0;5.45;A;2270;102.63;0;6.29
LOAN_003133;1;;2025-09-11;3970;3500;0;0;0;A;4020;0;0;0
LOAN_002296;1;;2025-09-01;53180;62940;0;0;0;A;60200;0;0;0
LOAN_000241;1;;2025-09-08;12990;13040;0;0;0;A;11180;0;0;0
LOAN_000770;1;;2025-09-08;18410;18270;0;0;0;A;17220;0;0;0
LOAN_003768;1;;2025-09-04;21260;22670;0;0;0;A;22850;0;0;0
LOAN_001531;1;;2025-07-18;239610;226260;29967.86;0;1264.12;A;238310;24881.65;0;1595.90
LOAN_001531;2;;2025-08-17;257600;281420;13690.21;0;874.01;A;272720;13359.73;0;665.47
LOAN_000245;1;;2025-09-08;35430;44310;0;0;0;A;40500;0;0;0
LOAN_002654;1;;2025-09-04;28170;24310;0;0;0;A;22390;0;0;0
LOAN_002823;1;;2025-09-07;34170;28450;0;0;0;A;30960;0;0;0
LOAN_001382;1;;2025-08-26;46560;51260;0;0;0;A;47360;0;0;0
LOAN_000856;1;;2025-09-07;14910;13920;0;0;0;A;15930;0;0;0
LOAN_000231;1;;2025-09-08;15050;12890;0;0;0;A;15100;0;0;0
LOAN_002916;1;;2025-07-21;7950;9510;0;0;0;A;7920;0;0;0
LOAN_002916;2;;2025-08-18;8860;9380;0;0;0;A;9190;0;0;0
LOAN_002916;3;;2025-09-18;8010;8510;0;0;0;A;8940;0;0;0
LOAN_002916;4;;2025-10-17;7680;7280;0;0;0;A;7660;0;0;0
LOAN_002916;5;;2025-11-18;7470;9500;0;0;0;A;9550;0;0;0
LOAN_002916;6;;2025-12-18;9490;8590;0;0;0;A;8590;0;0;0
LOAN_003995;1;;2025-07-25;2820;2580;0;0;0;A;2860;0;0;0
LOAN_003995;2;;2025-08-22;3040;3090;0;0;0;A;2330;0;0;0
LOAN_003995;3;;2025-09-22;2750;2750;0;0;0;A;2680;0;0;0
LOAN_000043;1;;2025-09-08;17430;16260;0;0;0;A;16750;0;0;0
LOAN_003434;1;;2025-09-07;14180;15230;0;0;0;A;16820;0;0;0
LOAN_003248;1;;2025-09-01;23670;27950;0;0;0;A;22170;0;0;0
LOAN_002067;1;;2025-09-03;6820;6290;0;0;0;A;6930;0;0;0
LOAN_000804;1;;2025-07-25;187400;179930;13831.47;0;634.38;A;178270;13753.64;0;715.43
LOAN_000804;2;;2025-08-25;179280;165550;10502.43;0;492.39;A;159930;10257.80;0;499.50
LOAN_000804;3;;2025-09-24;159240;153430;5870.41;0;222.91;A;148650;5869.48;0;252.15
LOAN_002213;1;;2025-07-24;44330;36550;14720.81;0;561.29;A;32710;14364.91;0;639.08
LOAN_002213;2;;2025-08-21;41260;37820;11292.73;0;458.42;A;39550;8678.30;0;574.63
LOAN_002213;3;;2025-09-19;41930;35340;7706.66;0;375.94;A;33230;9691.88;0;447.51
LOAN_002213;4;;2025-10-21;52620;37330;6807.85;0;314.30;A;34020;7851.13;0;347.63
LOAN_002213;5;;2025-11-21;40460;39550;5047.17;0;231.67;A;43050;4573.90;0;216.04
LOAN_002213;6;;2025-12-21;44350;48050;2585.56;0;111.67;A;48350;2513.03;0;103.21
LOAN_001276;1;;2025-09-07;13380;15510;0;0;0;A;14120;0;0;0
LOAN_001454;1;;2025-09-08;25940;29890;0;0;0;A;25610;0;0;0
LOAN_000375;1;;2025-07-25;100100;83110;10049.19;0;472.51;A;89580;10279.50;0;467.03
LOAN_000375;2;;2025-08-25;101040;84820;6232.50;0;270.90;A;93360;6138.23;0;261.15
LOAN_003506;1;;2025-07-22;50980;28120;22825.94;0;1403.75;A;25470;25410.09;0;1155.43
LOAN_003506;10;;2026-04-21;53710;55940;3565.77;0;191.24;A;55140;3684.14;0;162.22
LOAN_003506;2;;2025-08-19;49750;35040;24647.14;0;969.97;A;30880;23922.71;0;985.19
LOAN_003506;3;;2025-09-19;59150;30220;19535.11;0;1027.85;A;36750;23217.92;0;1169.45
LOAN_003506;4;;2025-10-17;49750;35500;17690.22;0;885.29;A;32900;17914.44;0;811.22
LOAN_003506;5;;2025-11-19;57130;37270;16883.28;0;990.31;A;40930;16794.76;0;873.18
LOAN_003506;6;;2025-12-19;63620;41100;12400.62;0;800.69;A;42670;14213.23;0;780.95
LOAN_003506;7;;2026-01-19;59530;40100;12523.42;0;593.51;A;38700;12872.47;0;624.82
LOAN_003506;8;;2026-02-19;48820;51770;9025.15;0;467.09;A;45880;9248.42;0;503.55
LOAN_003506;9;;2026-03-20;63350;46720;6428.65;0;280.80;A;51730;6807.60;0;349.76
LOAN_001654;1;;2025-09-07;55050;49090;0;0;0;A;49380;0;0;0
LOAN_004039;1;;2025-07-25;48270;47410;5901.88;0;324.18;A;46420;6437.29;0;374.63
LOAN_004039;2;;2025-08-22;50620;57170;3193.92;0;153.08;A;53030;2952.52;0;141.80
LOAN_000840;1;;2025-08-27;46900;48840;0;0;0;A;41930;0;0;0
LOAN_002485;1;;2025-09-07;16830;17010;0;0;0;A;12730;0;0;0
LOAN_003797;1;;2025-07-25;8450;6980;889.10;0;53.95;A;8140;988.09;0;51.75
LOAN_003797;2;;2025-08-22;8200;8470;708.80;0;38.71;A;8830;858.40;0;34.13
LOAN_003797;3;;2025-09-23;7890;7480;619.21;0;34.78;A;8220;651.40;0;31.70
LOAN_003797;4;;2025-10-23;8860;8300;463.80;0;24.63;A;7190;568.35;0;27.45
LOAN_003797;5;;2025-11-21;10040;8150;294.41;0;15.52;A;8240;283.94;0;16.62
LOAN_003797;6;;2025-12-23;8060;9820;182.28;0;9.41;A;9930;190.10;0;9.25
LOAN_002094;1;;2025-09-10;35160;38690;0;0;0;A;37030;0;0;0
LOAN_000971;1;;2025-09-03;15490;15490;0;0;0;A;16470;0;0;0
LOAN_001235;1;;2025-09-07;15110;15650;0;0;0;A;13330;0;0;0
LOAN_002913;1;;2025-09-05;3770;4310;0;0;0;A;3990;0;0;0
LOAN_000145;1;;2025-09-01;37330;38060;0;0;0;A;43360;0;0;0
LOAN_003160;1;;2025-09-06;15680;16440;0;0;0;A;13640;0;0;0
LOAN_002679;1;;2025-08-29;14750;18570;0;0;0;A;18220;0;0;0
LOAN_000010;1;;2025-07-25;50100;36360;16249.61;0;669.30;A;36060;14462.96;0;748.66
LOAN_000010;2;;2025-08-22;55560;38520;12845.54;0;570.32;A;40590;10202.76;0;638.32
LOAN_000010;3;;2025-09-22;45140;41730;11312.10;0;578.87;A;39180;11991.29;0;477.35
LOAN_000010;4;;2025-10-22;54480;41550;7921.22;0;335.27;A;48580;8582.27;0;420.13
LOAN_000010;5;;2025-11-21;53370;39410;5030.48;0;283.04;A;46380;6048.29;0;239.13
LOAN_000010;6;;2025-12-22;45500;53930;2799.33;0;143.88;A;50800;2604.98;0;124.45
LOAN_000887;1;;2025-09-08;17030;17950;0;0;0;A;15480;0;0;0
LOAN_003483;1;;2025-09-07;13630;16340;0;0;0;A;12760;0;0;0
LOAN_001129;1;;2025-09-04;6490;5860;0;0;0;A;6480;0;0;0
LOAN_000136;1;;2025-09-04;48430;39510;0;0;0;A;45640;0;0;0
LOAN_000776;1;;2025-09-07;13450;17070;0;0;0;A;14430;0;0;0
LOAN_003313;1;;2025-07-18;2650;2020;458.77;72.96;22.32;A;1560;498.53;60.29;23.23
LOAN_003313;2;;2025-08-15;2160;1980;352.57;47.46;15.37;A;1640;325.71;47.89;18.15
LOAN_003313;3;;2025-09-15;2080;2080;334.90;45.41;17.67;A;2080;317.39;41.22;13.16
LOAN_003313;4;;2025-10-15;2080;1800;194.98;35.03;9.84;A;2300;260.78;36.38;11.15
LOAN_003313;5;;2025-11-14;2580;2190;160.31;25.47;7.97;A;2100;159.18;24.62;7.83
LOAN_003313;6;;2025-12-15;2260;2250;75.54;12.61;4.47;A;2200;73.12;14.13;3.80
LOAN_003792;1;;2025-09-08;49380;57440;0;0;0;A;48600;0;0;0
LOAN_004179;1;;2025-09-07;46860;45520;0;0;0;A;47040;0;0;0
LOAN_000121;1;;2025-09-08;4930;5130;0;0;0;A;5850;0;0;0
LOAN_000351;1;;2025-07-25;8510;8730;915.31;0;51.65;A;8920;868.57;0;47.33
LOAN_000351;2;;2025-08-22;8300;6990;664.79;0;35.99;A;8760;896.71;0;44.44
LOAN_000351;3;;2025-09-24;8590;8790;691.30;0;35.90;A;7940;848.82;0;40.19
LOAN_000351;4;;2025-10-24;7810;8400;502.70;0;24.02;A;8160;486.04;0;29.43
LOAN_000351;5;;2025-11-24;8150;8920;386.24;0;16.25;A;9650;324.79;0;20.04
LOAN_000351;6;;2025-12-25;7700;9860;185.04;0;10.24;A;9610;177.71;0;8.69
LOAN_001526;1;;2025-07-25;361470;337620;30771.99;0;1371.12;A;360890;32040.81;0;1513.10
LOAN_001526;2;;2025-08-25;356560;340450;20100.66;0;1098.30;A;324930;23483.05;0;919.14
LOAN_001526;3;;2025-09-24;301170;313900;11582.30;0;441.25;A;327930;10938.68;0;554.48
LOAN_000541;1;;2025-07-14;38390;24960;12561.49;0;606.50;A;23980;12147.05;0;539.69
LOAN_000541;2;;2025-08-11;34610;32630;9646.72;0;468.84;A;31260;9165.30;0;482.27
LOAN_000541;3;;2025-09-11;38380;33800;8727.23;0;370.87;A;29600;7207.27;0;386.67
LOAN_000541;4;;2025-10-10;33140;28390;5369.69;0;297.06;A;30950;6374.04;0;253.17
LOAN_000541;5;;2025-11-11;40410;31290;4375.60;0;208.42;A;36340;3893.11;0;207.45
LOAN_000541;6;;2025-12-11;43110;38620;1952.73;0;113.71;A;38200;2076.05;0;116.92
LOAN_004241;1;;2025-09-06;20570;16750;0;0;0;A;19740;0;0;0
LOAN_001098;1;;2025-09-06;7050;6480;0;0;0;A;6620;0;0;0
LOAN_002961;1;;2025-07-16;9470;8180;0;0;0;A;7900;0;0;0
LOAN_002961;2;;2025-08-13;7420;8230;0;0;0;A;7890;0;0;0
LOAN_002961;3;;2025-09-13;7260;9570;0;0;0;A;9270;0;0;0
LOAN_002961;4;;2025-10-13;9470;8790;0;0;0;A;8550;0;0;0
LOAN_002961;5;;2025-11-13;8380;7770;0;0;0;A;8050;0;0;0
LOAN_002961;6;;2025-12-13;7680;7400;0;0;0;A;7900;0;0;0
LOAN_002078;1;;2025-07-14;103760;91230;9652.89;1656.90;509.95;A;87150;10863.94;1319.93;482.73
LOAN_002078;2;;2025-08-11;124560;94560;4535.64;697.34;234.23;A;115450;5203.48;670.11;247.70
LOAN_003231;1;;2025-09-04;38000;39230;0;0;0;A;43750;0;0;0
LOAN_004182;1;;2025-07-25;4830;3410;1274.73;0;69.02;A;3330;1316.28;0;68.86
LOAN_004182;2;;2025-08-22;4430;2850;880.25;0;52.02;A;2790;1127.45;0;54.95
LOAN_004182;3;;2025-09-23;4110;2860;954.69;0;44.42;A;2900;1008.25;0;44.10
LOAN_004182;4;;2025-10-23;3900;3210;751.83;0;29.98;A;4120;768.97;0;32.44
LOAN_004182;5;;2025-11-21;4040;3650;444.96;0;20.35;A;3440;476.44;0;25.58
LOAN_004182;6;;2025-12-23;4320;3690;238.40;0;13.70;A;4490;281.50;0;11.52
LOAN_003758;1;;2025-07-18;22940;16190;8565.47;0;411.56;A;16700;7732.56;0;391.40
LOAN_003758;2;;2025-08-15;24700;20450;5959.43;0;311.70;A;20500;7367.23;0;338.42
LOAN_003758;3;;2025-09-15;26720;18850;5597.55;0;295.84;A;16830;5909.23;0;327.53
LOAN_003758;4;;2025-10-15;25340;17720;5563.77;0;284.15;A;17780;4821.94;0;254.18
LOAN_003758;5;;2025-11-14;22840;23330;5196.61;0;196.50;A;23310;4474.97;0;214.06
LOAN_003758;6;;2025-12-15;25660;23950;3939.99;0;202.01;A;18730;3285.10;0;191.21
LOAN_003758;7;;2026-01-15;25640;19810;2577.62;0;134.33;A;21990;2753.11;0;159.27
LOAN_003758;8;;2026-02-13;29150;22910;1721.28;0;97.03;A;26110;1658.99;0;89.82
LOAN_003758;9;;2026-03-18;24010;25760;977.88;0;54.95;A;25600;1006.85;0;51.30
LOAN_000926;1;;2025-08-29;53960;42310;0;0;0;A;48570;0;0;0
LOAN_000904;1;;2025-08-27;33630;34200;0;0;0;A;31810;0;0;0
LOAN_000505;1;;2025-07-25;10180;7840;841.69;0;54.25;A;6750;1105.72;0;46.37
LOAN_000505;2;;2025-08-22;8230;8720;889.39;0;38.43;A;8220;870.70;0;43.01
LOAN_000505;3;;2025-09-24;8020;8500;697.29;0;42.12;A;8610;795.71;0;42.52
LOAN_000505;4;;2025-10-24;8270;7620;542.00;0;24.89;A;9240;460.39;0;28.45
LOAN_000505;5;;2025-11-24;9620;9440;370.96;0;16.01;A;8100;361.71;0;17.85
LOAN_000505;6;;2025-12-24;8530;9260;153.64;0;8.07;A;9160;177.67;0;9.33
LOAN_002068;1;;2025-09-08;4810;5280;0;0;0;A;4870;0;0;0
LOAN_000137;1;;2025-07-15;25460;18260;7084.51;0;309.85;A;18930;6819.20;0;355.66
LOAN_000137;2;;2025-08-12;26180;21420;4874.88;0;250.38;A;19110;5688.89;0;230.62
LOAN_000137;3;;2025-09-12;25310;21960;4544.36;0;235.75;A;22170;4157.38;0;226.86
LOAN_000137;4;;2025-10-10;22550;22600;3057.85;0;154.60;A;23100;3416.07;0;185.14
LOAN_000137;5;;2025-11-12;23010;20120;2455.64;0;117.12;A;23760;2613.65;0;129.18
LOAN_000137;6;;2025-12-12;25210;25680;1046.41;0;56.74;A;28150;1391.74;0;57.21
LOAN_002786;1;;2025-07-24;6300;6790;611.43;0;34.07;A;6610;589.27;0;29.95
LOAN_002786;2;;2025-08-21;7080;7000;278.11;0;13.98;A;7890;302.79;0;16.30
LOAN_002262;1;;2025-09-08;55090;51840;0;0;0;A;50360;0;0;0
LOAN_002715;1;;2025-09-08;55930;54010;0;0;0;A;54270;0;0;0
LOAN_003890;1;;2025-07-25;22320;17500;3771.62;0;231.12;A;16810;4482.75;0;228.19
LOAN_003890;2;;2025-08-22;24690;20070;2933.37;0;136.98;A;19330;2677.65;0;136.01
LOAN_003890;3;;2025-09-23;23360;20310;2390.82;0;126.68;A;23060;2525.68;0;105.32
LOAN_003890;4;;2025-10-23;21110;22170;1176.14;0;58.28;A;23540;1136.48;0;63.40
LOAN_003420;1;;2025-09-07;11100;10350;0;0;0;A;9430;0;0;0
LOAN_001162;1;;2025-09-01;15860;15120;0;0;0;A;15110;0;0;0
LOAN_003739;1;;2025-09-08;20070;18680;0;0;0;A;20970;0;0;0
LOAN_001285;1;;2025-09-09;24960;28560;0;0;0;A;26400;0;0;0
LOAN_001895;1;;2025-07-25;98450;102970;13710.15;0;613.04;A;100750;10889.08;0;691.81
LOAN_001895;2;;2025-08-22;117560;102530;6929.61;0;333.23;A;82650;7997.35;0;428.82
LOAN_001895;3;;2025-09-23;115760;111530;4544.53;0;223.34;A;86750;4510.61;0;215.77
LOAN_004255;1;;2025-09-08;18550;22900;0;0;0;A;23880;0;0;0
LOAN_003786;1;;2025-07-25;145670;90320;28795.42;0;1484.14;A;109240;27671.22;0;1322.81
LOAN_003786;2;;2025-08-22;134030;91930;20230.30;0;1035.83;A;90780;22979.01;0;1262.65
LOAN_003786;3;;2025-09-23;133430;99870;23730.86;0;988.66;A;103980;18323.25;0;933.81
LOAN_003786;4;;2025-10-23;121280;100480;15202.32;0;616.87;A;108150;15235.67;0;748.32
LOAN_003786;5;;2025-11-23;131300;130430;6848.90;0;320.19;A;138710;8177.84;0;392.75
LOAN_003152;1;;2025-07-21;19160;12580;6500.93;0;276.15;A;15710;5815.16;0;247.03
LOAN_003152;2;;2025-08-18;19260;16640;4485.28;0;186.82;A;15850;4427.37;0;230.31
LOAN_003152;3;;2025-09-18;17620;13810;3966.04;0;215.38;A;17550;3688.90;0;210.75
LOAN_003152;4;;2025-10-17;17240;17340;2574.56;0;137.07;A;15310;3124.20;0;133.74
LOAN_003152;5;;2025-11-18;17810;19440;1878.88;0;121.18;A;19880;1967.96;0;112.53
LOAN_003152;6;;2025-12-18;20390;20570;1100.02;0;57.51;A;21130;1202.64;0;52.39
LOAN_001251;1;;2025-07-25;240380;159770;70692.75;0;3636.37;A;166640;66796.90;0;3107.34
LOAN_001251;2;;2025-08-22;283540;213880;55296.60;0;3089.12;A;228050;56895.25;0;2787.74
LOAN_001251;3;;2025-09-23;265160;178730;50265.58;0;2195.73;A;225250;55303.54;0;2555.03
LOAN_001251;4;;2025-10-23;238200;226250;40303.39;0;1737.74;A;225900;37669.90;0;1689.44
LOAN_001251;5;;2025-11-21;265560;224030;22349.33;0;1326.51;A;253200;27402.94;0;1237.38
LOAN_001251;6;;2025-12-23;263690;208190;14584.83;0;605.37;A;226140;14672.12;0;584.87
LOAN_003352;1;;2025-09-07;54320;53060;0;0;0;A;46330;0;0;0
LOAN_004091;1;;2025-07-25;11110;9390;3076.90;0;133.36;A;7610;2650.07;0;126.94
LOAN_004091;2;;2025-08-22;12620;9410;2440.50;0;115.90;A;9410;2621.31;0;127.42
LOAN_004091;3;;2025-09-22;11020;8890;2029.29;0;88.60;A;8500;1871.63;0;104.75
LOAN_004091;4;;2025-10-22;12050;11300;1330.28;0;66.45;A;10890;1420.60;0;78.67
LOAN_004091;5;;2025-11-21;13240;11150;1005.84;0;56.49;A;10280;1072.05;0;56.09
LOAN_004091;6;;2025-12-22;10380;11400;547.63;0;28.15;A;12120;593.83;0;29.09
LOAN_002670;1;;2025-07-25;75940;50870;10750.28;0;640.59;A;62010;10696.91;0;644.66
LOAN_002670;2;;2025-08-22;67090;61840;9133.73;0;392.29;A;58740;8559.32;0;466.51
LOAN_002670;3;;2025-09-23;62210;52930;6794.58;0;403.37;A;59680;7628.87;0;400.53
LOAN_002670;4;;2025-10-23;75600;54110;4731.50;0;230.36;A;63370;4865.55;0;236.45
LOAN_002670;5;;2025-11-23;68180;57850;2490.89;0;145.97;A;73950;2620.11;0;141.41
LOAN_001973;1;;2025-09-04;36720;42510;0;0;0;A;35980;0;0;0
LOAN_002879;1;;2025-09-08;29090;28080;0;0;0;A;31010;0;0;0
LOAN_002685;1;;2025-09-07;7280;7480;0;0;0;A;6690;0;0;0
LOAN_003111;1;;2025-09-03;4430;4850;0;0;0;A;5190;0;0;0
LOAN_001286;1;;2025-09-11;15060;15260;0;0;0;A;13670;0;0;0
LOAN_000510;1;;2025-09-08;5460;5190;0;0;0;A;5370;0;0;0
LOAN_002117;1;;2025-07-25;8770;6900;957.43;0;49.90;A;8180;829.76;0;46.32
LOAN_002117;2;;2025-08-22;8980;7840;764.72;0;36.76;A;7770;804.93;0;37.37
LOAN_002117;3;;2025-09-24;9820;9040;773.85;0;31.98;A;8790;671.65;0;33.15
LOAN_002117;4;;2025-10-24;7900;9640;584.96;0;23.43;A;8980;465.76;0;22.82
LOAN_002117;5;;2025-11-24;8070;8260;389.61;0;16.89;A;9190;408.19;0;16.98
LOAN_002117;6;;2025-12-24;8970;9840;180.87;0;8.54;A;9780;186.14;0;9.29
LOAN_000298;1;;2025-07-25;28260;22730;5595.70;0;266.59;A;20500;4367.32;0;266.98
LOAN_000298;2;;2025-08-22;26200;21390;4305.96;0;183.42;A;19160;3213.99;0;184.05
LOAN_000298;3;;2025-09-24;27120;21770;3202.04;0;133.38;A;21530;2602.04;0;154.53
