loan_account_number;customer_type;customer_id;loan_product_type;loan_status_code;loan_status_flag;days_past_due;final_maturity_date;total_installment_count;outstanding_installment_count;paid_installment_count;first_payment_date;original_loan_amount;outstanding_principal_balance;nominal_interest_rate;total_interest_amount;kkdf_rate;kkdf_amount;bsmv_rate;bsmv_amount;grace_period_months;installment_frequency;loan_start_date;loan_closing_date;customer_region_code;sector_code;internal_credit_rating;default_probability;risk_class;customer_segment;internal_rating;external_rating
LOAN_000143;T;CUST_00005;4;A;A;0;20250908;0;0;0;20250908;14300;16720;0;0;0;0;5.33;0;0;1;20250625;;REGION_5;4;10;0.0119;1;1;10;
LOAN_000144;V;CUST_00102;4;A;A;0;20260523;13;10;1;20250623;110510;81140;5.55;2190.01;0;0;5.19;88.11;0;1;20250523;;REGION_22;4;5;0.0398;1;1;13;
LOAN_000145;T;CUST_00002;4;A;A;0;20250901;0;1;0;20250901;38710;36860;0;0;0;0;5.03;0;0;1;20250618;;REGION_2;4;1;0.0230;1;1;5;
LOAN_000146;T;CUST_00005;4;A;A;0;20250908;1;1;0;20250908;21220;20990;0;0;0;0;4.65;0;0;1;20250625;;REGION_5;4;5;0.0211;1;1;4;
LOAN_000147;V;CUST_00019;4;A;A;0;20250901;1;1;0;20250901;32670;36520;0;0;0;0;4.64;0;0;1;20250618;;REGION_13;4;3;0.0336;1;1;5;
LOAN_000148;V;CUST_00013;4;A;A;0;20250903;0;1;0;20250903;17330;18370;0;0;0;0;4.60;0;0;1;20250620;;REGION_9;4;1;0.0128;1;1;12;
LOAN_000149;T;CUST_00103;4;A;A;0;20250816;3;1;2;20250516;380700;216540;5.85;6633.88;0;0;5.45;319.51;0;1;20250418;;REGION_17;4;4;0.0192;1;1;11;
LOAN_000150;V;CUST_00104;4;A;A;0;20250925;2;2;0;20250726;152080;164560;2.86;861.95;0;0;5.18;51.55;0;1;20250628;;REGION_1;4;6;0.0448;1;1;13;
LOAN_000151;T;CUST_00005;4;A;A;0;20250910;0;0;0;20250910;18960;18010;0;0;0;0;4.73;0;0;1;20250627;;REGION_5;4;9;0.0140;1;1;13;
LOAN_000152;T;CUST_00105;4;A;A;0;20260526;12;11;1;20250626;93300;80870;2.83;820.12;14.60;111.90;4.62;37.83;0;1;20250526;;REGION_6;4;5;0.0127;1;1;13;
LOAN_000153;T;CUST_00106;4;A;A;0;20250727;1;1;0;20250627;62880;29960;5.15;319.34;0;0;5.32;16.18;0;1;20250529;;REGION_6;4;8;0.0487;1;1;1;
LOAN_000154;V;CUST_00107;4;A;A;0;20251207;5;6;0;20250710;62540;69820;5.92;3761.74;0;0;4.56;153.92;0;1;20250609;;REGION_1;4;1;0.0409;1;1;10;
LOAN_000155;V;CUST_00047;4;A;A;0;20250913;0;0;0;20250913;60220;59760;0;0;0;0;5.41;0;0;1;20250630;;REGION_1;4;1;0.0339;1;1;7;
LOAN_000156;V;CUST_00034;4;A;A;0;20250905;1;0;0;20250905;27750;23420;0;0;0;0;4.88;0;0;1;20250622;;REGION_17;4;10;0.0468;1;1;2;
LOAN_000157;T;CUST_00108;4;A;A;235;20251101;12;4;8;20241129;95540;43960;5.42;142.25;0;0;5.15;6.23;0;1;20241101;;REGION_21;4;4;0.0350;1;1;13;
LOAN_000158;T;CUST_00109;4;A;A;90;20260307;12;9;2;20250407;203630;191310;5.19;10214.18;0;0;4.80;409.85;0;1;20250307;;REGION_13;4;4;0.0158;1;1;14;
LOAN_000159;T;CUST_00110;4;A;A;0;20260424;12;9;1;20250523;76580;56520;2.68;662.67;13.53;93.18;5.35;37.51;0;1;20250424;;REGION_4;4;8;0.0461;1;1;6;
LOAN_000160;T;CUST_00111;4;A;A;71;20260326;11;9;3;20250425;41750;41900;4.87;554.59;0;0;4.50;28.54;0;1;20250326;;REGION_34;4;8;0.0203;1;1;8;
LOAN_000161;V;CUST_00004;4;A;A;0;20250913;0;0;0;20250913;4490;3980;0;0;0;0;5.12;0;0;1;20250630;;REGION_4;4;3;0.0161;1;1;15;
LOAN_000162;V;CUST_00112;4;A;A;0;20250911;3;2;0;20250714;245050;282010;6.95;10844.13;0;0;5.49;665.13;0;1;20250613;;REGION_1;4;7;0.0287;1;1;7;
LOAN_000163;T;CUST_00113;4;A;A;56;20260407;11;10;1;20250507;612880;489270;1.87;8019.14;0;0;5.22;376.33;0;1;20250407;;REGION_35;4;6;0.0389;1;1;13;
LOAN_000164;V;CUST_00114;4;A;A;0;20250914;0;0;0;20250914;21160;20600;0;0;0;0;4.71;0;0;1;20250701;;REGION_36;4;2;0.0357;1;1;1;
LOAN_000165;V;CUST_00013;4;A;A;0;20250912;0;0;0;20250912;15880;15910;0;0;0;0;5.38;0;0;1;20250629;;REGION_9;4;9;0.0339;1;1;1;
LOAN_000166;T;CUST_00115;4;A;A;0;20260515;11;11;0;20250613;88680;92520;3.26;2012.31;15.59;389.70;4.51;124.70;0;1;20250515;;REGION_6;4;3;0.0289;1;1;1;
LOAN_000167;V;CUST_00116;4;A;A;0;20250923;3;2;0;20250725;168410;141100;7.19;2987.71;0;0;4.82;140.63;0;1;20250625;;REGION_32;4;10;0.0114;1;1;9;
LOAN_000168;T;CUST_00117;4;A;A;0;20250910;2;2;0;20250711;43370;51570;5.44;2095.24;0;0;4.62;83.56;0;1;20250612;;REGION_6;4;6;0.0401;1;1;6;
LOAN_000169;V;CUST_00118;4;A;A;0;20251221;5;5;0;20250724;360740;339820;5.47;7528.07;0;0;4.74;332.24;0;1;20250623;;REGION_1;4;4;0.0250;1;1;7;
LOAN_000170;T;CUST_00119;4;A;A;0;20260525;12;12;0;20250625;55900;62320;5.04;902.34;16.30;130.47;4.66;35.77;0;1;20250525;;REGION_6;4;9;0.0450;1;1;5;
LOAN_000171;T;CUST_00089;4;A;A;0;20250909;1;1;0;20250909;46220;35820;0;0;0;0;4.95;0;0;1;20250626;;REGION_1;4;1;0.0311;1;1;12;
LOAN_000172;T;CUST_00120;4;A;A;61;20260407;12;10;2;20250507;106840;93100;1.74;1589.02;0;0;5.34;72.17;0;1;20250407;;REGION_22;4;5;0.0386;1;1;2;
LOAN_000173;V;CUST_00121;4;A;A;0;20250810;2;2;0;20250711;262980;255440;6.73;11949.42;0;0;5.31;568.37;0;1;20250612;;REGION_21;4;5;0.0346;1;1;9;
LOAN_000174;V;CUST_00037;4;A;A;0;20250910;0;0;0;20250910;37190;39470;0;0;0;0;4.71;0;0;1;20250627;;REGION_1;4;8;0.0210;1;1;1;
LOAN_000175;T;CUST_00122;4;A;A;0;20251211;5;6;0;20250715;52090;51480;4.41;2009.74;0;0;4.66;85.90;0;1;20250614;;REGION_22;4;4;0.0424;1;1;2;
LOAN_000176;T;CUST_00123;4;A;A;0;20251212;6;6;0;20250715;46890;47480;0;0;0;0;5.23;0;0;1;20250614;;REGION_18;4;4;0.0165;1;1;6;
LOAN_000177;V;CUST_00124;4;A;A;25;20260409;11;9;2;20250509;138510;141330;1.77;1693.90;0;0;5.49;96.04;0;1;20250409;;REGION_1;4;1;0.0364;1;1;9;
LOAN_000178;V;CUST_00004;4;A;A;0;20250831;1;1;0;20250831;41020;45860;0;0;0;0;5.48;0;0;1;20250617;;REGION_4;4;6;0.0422;1;1;15;
LOAN_000179;T;CUST_00005;4;A;A;0;20250901;1;1;0;20250901;5740;5220;0;0;0;0;5.31;0;0;1;20250618;;REGION_5;4;9;0.0484;1;1;2;
LOAN_000180;T;CUST_00125;4;A;A;43;20260423;11;9;1;20250523;111440;85120;2.88;773.29;0;0;5.28;42.95;0;1;20250423;;REGION_23;4;4;0.0129;1;1;2;
LOAN_000181;T;CUST_00126;4;A;A;0;20260410;12;10;1;20250510;55790;44730;3.14;1031.18;15.69;169.04;4.71;53.32;0;1;20250410;;REGION_1;4;9;0.0293;1;1;15;
LOAN_000182;V;CUST_00013;4;A;A;0;20250903;1;1;0;20250903;5440;6130;0;0;0;0;4.76;0;0;1;20250620;;REGION_9;4;8;0.0110;1;1;9;
LOAN_000183;T;CUST_00127;4;A;A;87;20260313;12;8;2;20250411;82810;59550;2.07;1236.86;0;0;5.08;48.87;0;1;20250313;;REGION_35;4;10;0.0425;1;1;6;
LOAN_000184;T;CUST_00128;4;A;A;25;20260408;11;9;1;20250508;208110;170250;1.71;3041.55;16.43;487.29;5.09;145.45;0;1;20250408;;REGION_6;4;8;0.0401;1;1;11;
LOAN_000185;V;CUST_00001;4;A;A;0;20250911;1;0;0;20250911;33090;28200;0;0;0;0;5.42;0;0;1;20250628;;REGION_1;4;6;0.0455;1;1;11;
LOAN_000186;V;CUST_00013;4;A;A;0;20250830;0;1;0;20250830;14320;11590;0;0;0;0;4.84;0;0;1;20250616;;REGION_9;4;4;0.0488;1;1;1;
LOAN_000187;V;CUST_00034;4;A;A;0;20250909;1;0;0;20250909;41230;47170;0;0;0;0;4.81;0;0;1;20250626;;REGION_17;4;7;0.0440;1;1;8;
LOAN_000188;T;CUST_00129;4;A;A;0;20250815;2;2;0;20250718;52660;43760;4.87;1389.31;0;0;5.26;66.15;0;1;20250617;;REGION_11;4;9;0.0198;1;1;10;
LOAN_000189;T;CUST_00130;4;A;A;0;20260108;8;6;2;20250510;36930;26810;3.98;851.84;0;0;4.67;46.20;0;1;20250410;;REGION_6;4;9;0.0310;1;1;4;
LOAN_000190;V;CUST_00082;4;A;A;0;20250825;1;0;0;20250825;4310;3560;0;0;0;0;4.86;0;0;1;20250611;;REGION_31;4;10;0.0404;1;1;15;
LOAN_000191;T;CUST_00131;4;A;A;72;20260319;11;8;2;20250418;302510;238200;2.78;3490.69;0;0;4.71;188.44;0;1;20250319;;REGION_22;4;9;0.0335;1;1;15;
LOAN_000192;T;CUST_00005;4;A;A;0;20250903;0;1;0;20250903;24450;26420;0;0;0;0;4.53;0;0;1;20250620;;REGION_5;4;5;0.0210;1;1;14;
LOAN_000193;T;CUST_00132;4;A;A;0;20260327;11;8;2;20250425;114460;91520;4.95;1372.74;16.09;188.71;4.95;68.38;0;1;20250327;;REGION_6;4;3;0.0258;1;1;12;
LOAN_000194;V;CUST_00133;4;A;A;0;20251214;5;6;0;20250717;177360;166570;6.36;5690.12;0;0;4.61;359.63;0;1;20250616;;REGION_1;4;6;0.0211;1;1;13;
LOAN_000195;V;CUST_00114;4;A;A;0;20250906;0;0;0;20250906;8330;8830;0;0;0;0;5.01;0;0;1;20250623;;REGION_36;4;10;0.0420;1;1;6;
LOAN_000196;V;CUST_00134;4;A;A;53;20260407;11;9;1;20250507;372100;358010;1.65;6055.86;0;0;5.34;290.68;0;1;20250407;;REGION_6;4;5;0.0196;1;1;15;
LOAN_000197;T;CUST_00135;4;A;A;0;20250829;2;2;0;20250729;74790;69010;4.45;337.11;0;0;5.17;16.49;0;1;20250701;;REGION_23;4;5;0.0332;1;1;1;
LOAN_000198;T;CUST_00081;4;A;A;0;20250820;2;1;0;20250723;10910;10520;4.14;160.31;0;0;5.08;8.73;0;1;20250622;;REGION_7;4;4;0.0248;1;1;4;
LOAN_000199;T;CUST_00136;4;A;A;0;20260409;11;10;2;20250509;128380;128530;1.88;2102.85;16.30;273.37;4.84;86.21;0;1;20250409;;REGION_1;4;7;0.0362;1;1;6;
LOAN_000200;V;CUST_00137;4;A;A;0;20250709;1;1;0;20250709;26940;34490;0;0;0;0;5.24;0;0;1;20250425;;REGION_21;4;5;0.0328;1;1;10;
LOAN_000201;T;CUST_00138;4;A;A;0;20260409;11;10;1;20250509;154990;114850;1.83;1961.45;14.78;270.27;4.75;95.70;0;1;20250409;;REGION_6;4;4;0.0140;1;1;11;
LOAN_000202;T;CUST_00139;4;A;A;0;20260529;11;12;0;20250627;452560;394550;4.53;4025.98;16.36;659.00;5.36;251.01;0;1;20250529;;REGION_1;4;5;0.0200;1;1;6;
LOAN_000203;T;CUST_00140;4;A;A;69;20260331;12;9;3;20250430;160410;112470;4.48;478.01;0;0;5.32;27.02;0;1;20250331;;REGION_1;4;7;0.0101;1;1;7;
LOAN_000204;T;CUST_00005;4;A;A;0;20250901;1;1;0;20250901;18120;15630;0;0;0;0;4.79;0;0;1;20250618;;REGION_5;4;2;0.0323;1;1;10;
LOAN_000205;V;CUST_00004;4;A;A;0;20250724;0;0;0;20250724;17240;15060;0;0;0;0;4.92;0;0;1;20250510;;REGION_4;4;4;0.0225;1;1;5;
LOAN_000206;V;CUST_00013;4;A;A;0;20250903;0;0;0;20250903;15630;17330;0;0;0;0;4.75;0;0;1;20250620;;REGION_9;4;8;0.0320;1;1;6;
LOAN_000207;T;CUST_00141;4;A;A;56;20260409;12;9;2;20250509;107770;72360;1.90;1360.91;0;0;4.66;57.23;0;1;20250409;;REGION_1;4;9;0.0395;1;1;3;
LOAN_000208;T;CUST_00142;4;A;A;0;20260527;11;11;0;20250627;376830;380200;5.96;4939.29;0;0;5.08;234.44;0;1;20250527;;REGION_18;4;10;0.0424;1;1;4;
LOAN_000209;T;CUST_00143;4;A;A;0;20250909;3;3;0;20250711;11170;9860;5.09;435.45;0;0;4.56;19.27;0;1;20250611;;REGION_6;4;6;0.0424;1;1;10;
LOAN_000210;T;CUST_00144;4;A;A;0;20260423;12;9;2;20250523;240870;253110;2.68;2184.35;15.80;332.48;4.69;108.03;0;1;20250423;;REGION_6;4;3;0.0383;1;1;6;
LOAN_000211;V;CUST_00019;4;A;A;0;20250823;0;0;0;20250823;17310;15090;0;0;0;0;4.63;0;0;1;20250609;;REGION_13;4;6;0.0388;1;1;1;
LOAN_000212;V;CUST_00047;4;A;A;0;20250908;1;0;0;20250908;11040;12420;0;0;0;0;5.23;0;0;1;20250625;;REGION_1;4;6;0.0137;1;1;15;
LOAN_000213;T;CUST_00145;4;A;A;0;20250807;1;2;0;20250710;18170;18220;4.89;633.51;16.07;116.46;5.18;33.88;0;1;20250609;;REGION_6;4;7;0.0264;1;1;6;
LOAN_000214;T;CUST_00146;4;A;A;61;20260403;13;8;2;20250502;350330;280000;5.70;528.29;0;0;5.01;22.20;0;1;20250403;;REGION_4;4;10;0.0139;1;1;11;
LOAN_000215;V;CUST_00001;4;A;A;0;20250906;0;0;0;20250906;12200;13780;0;0;0;0;5.07;0;0;1;20250623;;REGION_1;4;7;0.0364;1;1;1;
LOAN_000216;V;CUST_00034;4;A;A;0;20250830;0;0;0;20250830;6760;8470;0;0;0;0;4.63;0;0;1;20250616;;REGION_17;4;9;0.0308;1;1;14;
LOAN_000217;T;CUST_00005;4;A;A;0;20250911;1;1;0;20250911;29520;31320;0;0;0;0;5.26;0;0;1;20250628;;REGION_5;4;4;0.0205;1;1;3;
LOAN_000218;T;CUST_00147;4;A;A;0;20250829;3;1;1;20250701;45540;35540;4.99;172.37;0;0;5.30;8.41;0;1;20250531;;REGION_17;4;8;0.0343;1;1;11;
LOAN_000219;V;CUST_00047;4;A;A;0;20250901;0;1;0;20250901;6610;5530;0;0;0;0;4.63;0;0;1;20250618;;REGION_1;4;10;0.0205;1;1;8;
LOAN_000220;V;CUST_00148;4;A;A;0;20250927;3;2;0;20250728;340190;288740;3.55;1452.71;0;0;5.13;65.08;0;1;20250630;;REGION_1;4;9;0.0311;1;1;6;
LOAN_000221;T;CUST_00149;4;A;A;25;20260408;11;9;1;20250508;191180;170750;1.73;3221.91;14.60;440.75;5.03;136.23;0;1;20250408;;REGION_17;4;9;0.0370;1;1;7;
LOAN_000222;T;CUST_00150;4;A;A;0;20251116;5;5;0;20250718;212090;178450;5.65;6586.28;0;0;4.68;265.86;0;1;20250618;;REGION_25;4;7;0.0413;1;1;10;
LOAN_000223;V;CUST_00151;4;A;A;0;20260527;10;10;0;20250627;586400;536200;5.62;9220.86;0;0;5.48;477.65;0;1;20250527;;REGION_1;4;9;0.0432;1;1;3;
LOAN_000224;T;CUST_00152;4;A;A;0;20251208;6;6;0;20250711;47160;54370;0;0;0;0;5.41;0;0;1;20250610;;REGION_17;4;10;0.0376;1;1;10;
LOAN_000225;V;CUST_00004;4;A;A;0;20250902;1;1;0;20250902;46310;43540;0;0;0;0;4.53;0;0;1;20250619;;REGION_4;4;1;0.0469;1;1;13;
LOAN_000226;T;CUST_00153;4;A;A;56;20260407;12;9;1;20250507;91420;96520;1.87;1319.18;0;0;4.95;65.54;0;1;20250407;;REGION_17;4;7;0.0319;1;1;3;
LOAN_000227;V;CUST_00154;4;A;A;0;20260521;11;10;0;20250620;963630;953700;3.85;16339.44;0;0;4.59;971.14;0;1;20250521;;REGION_1;4;6;0.0540;1;1;8;
LOAN_000228;T;CUST_00155;4;A;A;27;20260408;12;9;2;20250508;104570;77620;1.70;1248.91;0;0;5.25;80.32;0;1;20250408;;REGION_4;4;5;0.0309;1;1;15;
LOAN_000229;T;CUST_00156;4;A;A;0;20260122;8;6;1;20250524;96760;80560;3.25;862.90;16.37;135.72;4.63;44.45;0;1;20250424;;REGION_22;4;5;0.0232;1;1;5;
LOAN_000230;T;CUST_00089;4;A;A;0;20250911;0;0;0;20250911;12100;13990;0;0;0;0;4.62;0;0;1;20250628;;REGION_1;4;5;0.0295;1;1;13;
LOAN_000231;V;CUST_00034;4;A;A;0;20250908;1;0;0;20250908;16360;13930;0;0;0;0;4.53;0;0;1;20250625;;REGION_17;4;1;0.0466;1;1;12;
LOAN_000232;T;CUST_00157;4;A;A;0;20260420;11;10;2;20250520;233990;244570;5.21;4639.70;15.22;798.22;5.07;266.45;0;1;20250420;;REGION_1;4;1;0.0396;1;1;5;
LOAN_000233;T;CUST_00158;4;A;A;0;20250907;1;1;0;20250907;41220;48650;0;0;0;0;5.23;0;0;1;20250624;;REGION_37;4;6;0.0273;1;1;13;
LOAN_000234;V;CUST_00159;4;A;A;0;20250814;2;1;0;20250717;45680;49260;6.81;1794.85;0;0;4.97;101.93;0;1;20250616;;REGION_20;4;7;0.0487;1;1;13;
LOAN_000235;T;CUST_00160;4;A;A;0;20250827;2;1;1;20250627;75850;44470;4.93;415.67;14.60;65.44;5.38;22.08;0;1;20250529;;REGION_1;4;8;0.0403;1;1;6;
LOAN_000236;V;CUST_00161;4;A;A;0;20251025;4;4;0;20250725;94000;89850;5.86;1521.47;0;0;4.71;79.13;0;1;20250627;;REGION_3;4;8;0.0407;1;1;7;
LOAN_000237;T;CUST_00162;4;A;A;0;20250911;0;1;0;20250911;49100;49020;0;0;0;0;4.92;0;0;1;20250628;;REGION_1;4;6;0.0337;1;1;10;
LOAN_000238;T;CUST_00163;4;A;A;0;20260312;12;9;3;20250411;171990;134450;2.47;2885.78;0;0;5.19;123.99;0;1;20250312;;REGION_1;4;5;0.0308;1;1;11;
LOAN_000239;T;CUST_00164;4;A;A;0;20260308;12;9;2;20250408;167620;126150;2.07;2151.64;14.23;429.21;4.71;121.92;0;1;20250308;;REGION_6;4;5;0.0330;1;1;5;
LOAN_000240;V;CUST_00013;4;A;A;0;20250912;1;1;0;20250912;13970;13460;0;0;0;0;4.52;0;0;1;20250629;;REGION_9;4;6;0.0185;1;1;9;
LOAN_000241;V;CUST_00034;4;A;A;0;20250908;0;1;0;20250908;9850;10940;0;0;0;0;4.92;0;0;1;20250625;;REGION_17;4;5;0.0289;1;1;5;
LOAN_000242;T;CUST_00005;4;A;A;0;20250902;1;1;0;20250902;16050;15470;0;0;0;0;4.70;0;0;1;20250619;;REGION_5;4;4;0.0094;1;1;4;
LOAN_000243;T;CUST_00165;4;A;A;0;20260408;13;10;1;20250508;94530;77790;1.65;1327.93;15.17;241.16;5.26;60.50;0;1;20250408;;REGION_1;4;6;0.0398;1;1;12;
LOAN_000244;T;CUST_00166;4;A;A;51;20260319;12;8;2;20250418;179790;173200;5.32;4683.96;0;0;4.57;245.85;0;1;20250319;;REGION_8;4;10;0.0270;1;1;7;
LOAN_000245;V;CUST_00047;4;A;A;0;20250908;1;1;0;20250908;37970;45860;0;0;0;0;5.04;0;0;1;20250625;;REGION_1;4;9;0.0138;1;1;6;
LOAN_000246;T;CUST_00167;4;A;A;55;20260108;9;7;2;20250509;161700;137360;2.55;2475.37;14.57;406.70;5.15;134.48;0;1;20250410;;REGION_1;4;4;0.0423;1;1;5;
LOAN_000247;T;CUST_00005;4;A;A;0;20250904;0;0;0;20250904;13950;14680;0;0;0;0;4.77;0;0;1;20250621;;REGION_5;4;8;0.0204;1;1;5;
LOAN_000248;T;CUST_00168;4;A;A;48;20260416;11;10;2;20250516;101620;97170;1.75;869.83;0;0;4.55;42.77;0;1;20250416;;REGION_1;4;9;0.0203;1;1;7;
LOAN_000249;V;CUST_00037;4;A;A;0;20250915;0;1;0;20250915;28010;25790;0;0;0;0;5.13;0;0;1;20250702;;REGION_1;4;1;0.0450;1;1;;
LOAN_000250;V;CUST_00169;4;A;A;56;20260408;11;9;2;20250508;175960;194790;1.94;2776.87;0;0;4.51;154.47;0;1;20250408;;REGION_6;4;2;0.0447;1;1;;
LOAN_000251;T;CUST_00170;4;A;A;0;20250821;4;1;2;20250523;165930;94860;4.50;1596.09;0;0;4.66;79.02;0;1;20250423;;REGION_28;4;6;0.0198;1;1;;
LOAN_000252;V;CUST_00047;4;A;A;0;20250902;0;0;0;20250902;17480;16370;0;0;0;0;4.55;0;0;1;20250619;;REGION_1;4;9;0.0157;1;1;;
LOAN_000253;T;CUST_00171;4;A;A;0;20260409;12;9;2;20250509;114910;94160;1.96;1095.01;0;0;5.10;57.45;0;1;20250409;;REGION_9;4;3;0.0097;1;1;;
LOAN_000254;V;CUST_00172;4;A;A;0;20260418;9;9;0;20250718;559300;488850;4.40;11546.91;0;0;4.84;525.79;0;1;20250618;;REGION_22;4;1;0.0420;1;1;;
LOAN_000255;T;CUST_00054;4;A;A;0;20250901;1;0;0;20250901;5930;5820;0;0;0;0;5.37;0;0;1;20250618;;REGION_1;4;9;0.0486;1;1;;
LOAN_000256;T;CUST_00173;4;A;A;0;20250907;2;3;0;20250710;23100;21490;5.31;1120.39;0;0;5.29;56.05;0;1;20250609;;REGION_6;4;4;0.0464;1;1;;
LOAN_000257;V;CUST_00174;4;A;A;0;20260330;13;9;2;20250429;103030;87250;2.79;248.07;0;0;5.48;14.22;0;1;20250330;;REGION_6;4;9;0.0145;1;1;;
LOAN_000258;T;CUST_00175;4;A;A;0;20260222;8;8;1;20250624;100940;102430;5.17;1860.70;0;0;4.81;94.28;0;1;20250524;;REGION_10;4;4;0.0165;1;1;;
LOAN_000259;T;CUST_00176;4;A;A;0;20260321;12;8;2;20250421;85580;71380;4.55;1850.67;0;0;4.72;105.13;0;1;20250321;;REGION_38;4;6;0.0442;1;1;;
LOAN_000260;T;CUST_00177;4;A;A;8;20260526;11;9;1;20250626;54350;52040;3.06;329.12;16.02;60.46;5.41;20.32;0;1;20250526;;REGION_1;4;3;0.0235;1;1;;
LOAN_000261;T;CUST_00178;4;A;A;0;20250811;1;2;0;20250714;8780;7620;4.67;223.59;14.96;39.14;5.47;11.20;0;1;20250613;;REGION_6;4;2;0.0503;1;1;6;
LOAN_000262;V;CUST_00179;4;A;A;0;20251208;6;5;0;20250711;180930;215320;6.49;10518.27;0;0;5.36;420.20;0;1;20250610;;REGION_7;4;6;0.0356;1;1;15;
LOAN_000263;V;CUST_00013;4;A;A;0;20250907;1;1;0;20250907;13270;13080;0;0;0;0;4.62;0;0;1;20250624;;REGION_9;4;6;0.0246;1;1;10;
LOAN_000264;T;CUST_00005;4;A;A;0;20250911;1;0;0;20250911;10600;11210;0;0;0;0;5.47;0;0;1;20250628;;REGION_5;4;8;0.0511;1;1;14;
LOAN_000265;T;CUST_00180;4;A;A;0;20251018;5;3;0;20250620;60990;54190;5.47;1337.30;0;0;5.46;72.45;0;1;20250520;;REGION_4;4;7;0.0334;1;1;1;
LOAN_000266;V;CUST_00181;4;A;A;0;20260323;10;8;2;20250423;72840;56950;0;0;0;0;5.48;0;0;1;20250323;;REGION_6;4;8;0.0246;1;1;6;
LOAN_000267;V;CUST_00004;4;A;A;0;20250814;1;1;0;20250814;6460;8070;0;0;0;0;5.30;0;0;1;20250531;;REGION_4;4;7;0.0293;1;1;7;
LOAN_000268;V;CUST_00013;4;A;A;0;20250823;1;0;0;20250823;13380;13310;0;0;0;0;5.44;0;0;1;20250609;;REGION_9;4;8;0.0258;1;1;5;
LOAN_000269;V;CUST_00182;4;A;A;0;20251215;5;6;0;20250718;142240;158390;5.98;4608.76;0;0;5.37;239.63;0;1;20250617;;REGION_1;4;9;0.0284;1;1;5;
LOAN_000270;T;CUST_00183;4;A;A;0;20250911;3;2;0;20250714;15310;15220;4.45;427.25;15.49;56.93;5.31;22.59;0;1;20250613;;REGION_20;4;2;0.0401;1;1;13;
LOAN_000271;V;CUST_00184;4;A;A;0;20250818;2;1;0;20250721;331900;273190;5.93;8444.97;0;0;5.42;444.42;0;1;20250620;;REGION_1;4;2;0.0156;1;1;14;
LOAN_000272;T;CUST_00185;4;A;A;0;20250906;0;0;0;20250906;13260;13500;0;0;0;0;4.95;0;0;1;20250623;;REGION_32;4;4;0.0446;1;1;7;
LOAN_000273;T;CUST_00186;4;A;A;0;20251224;6;5;0;20250725;27740;25230;2.03;142.19;0;0;5.07;6.68;0;1;20250626;;REGION_6;4;9;0.0318;1;1;13;
LOAN_000274;V;CUST_00001;4;A;A;0;20250913;1;0;0;20250913;48790;41110;0;0;0;0;4.85;0;0;1;20250630;;REGION_1;4;3;0.0519;1;1;3;
LOAN_000275;V;CUST_00001;4;A;A;0;20250910;0;0;0;20250910;31990;25540;0;0;0;0;5.18;0;0;1;20250627;;REGION_1;4;5;0.0379;1;1;3;
LOAN_000276;T;CUST_00187;4;A;A;0;20260521;11;10;1;20250620;79190;60430;5.39;1901.01;0;0;5.22;80.62;0;1;20250521;;REGION_17;4;1;0.0182;1;1;13;
LOAN_000277;T;CUST_00005;4;A;A;0;20250913;0;0;0;20250913;19620;16800;0;0;0;0;4.95;0;0;1;20250630;;REGION_5;4;5;0.0436;1;1;2;
LOAN_000278;V;CUST_00001;4;A;A;0;20250825;1;1;0;20250825;61210;61280;0;0;0;0;4.54;0;0;1;20250611;;REGION_1;4;1;0.0211;1;1;11;
LOAN_000279;V;CUST_00019;4;A;A;0;20250906;0;1;0;20250906;6660;6620;0;0;0;0;5.34;0;0;1;20250623;;REGION_13;4;6;0.0317;1;1;4;
LOAN_000280;T;CUST_00188;4;A;A;0;20251227;5;6;0;20250725;402640;379110;5.06;3138.30;0;0;5.23;135.66;0;1;20250629;;REGION_6;4;7;0.0250;1;1;7;
LOAN_000281;V;CUST_00189;4;A;A;0;20251210;6;6;0;20250711;1065710;954250;5.78;44943.77;0;0;5.43;2268.65;0;1;20250612;;REGION_4;4;2;0.0108;1;1;1;
LOAN_000282;T;CUST_00190;4;A;A;57;20260407;13;9;2;20250507;141070;109080;1.64;2217.20;0;0;4.83;93.95;0;1;20250407;;REGION_6;4;4;0.0291;1;1;5;
LOAN_000283;T;CUST_00191;4;A;A;0;20260319;11;9;3;20250418;51880;42550;5.02;1026.34;14.63;168.26;5.37;58.57;0;1;20250319;;REGION_3;4;7;0.0418;1;1;4;
LOAN_000284;T;CUST_00192;4;A;A;0;20260530;12;11;0;20250630;44580;49070;1.99;113.09;0;0;5.40;6.48;0;1;20250530;;REGION_9;4;10;0.0266;1;1;9;
LOAN_000285;T;CUST_00005;4;A;A;0;20250913;0;0;0;20250913;20550;24180;0;0;0;0;5.49;0;0;1;20250630;;REGION_5;4;10;0.0441;1;1;3;
LOAN_000286;V;CUST_00193;4;A;A;0;20251119;5;4;1;20250620;123230;113180;5.72;3708.30;0;0;5.45;197.84;0;1;20250521;;REGION_1;4;1;0.0210;1;1;14;
LOAN_000287;V;CUST_00034;4;A;A;0;20250909;0;0;0;20250909;33520;27720;0;0;0;0;5.35;0;0;1;20250626;;REGION_17;4;3;0.0381;1;1;13;
